name,manufacturer,year,age,mileage,engine,transmission,price
Audi A1,Audi,2017,4,38117,Diesel,Manual,11400
Audi A1,Audi,2014,7,66953,Diesel,Manual,8700
Audi A1,Audi,2018,3,45179,Petrol,Manual,12575
Audi A5,Audi,2016,5,55977,Diesel,Automatic,17550
HYUNDAI KONA,Hyundai,2018,3,20725,Petrol,Manual,14250
HYUNDAI KONA,Hyundai,2018,3,26390,Petrol,Manual,13950
FORD FIESTA,Ford,2011,10,40500,Petrol,Manual,5345
VAUXHALL INSIGNIA,Vauxhall,2010,11,84500,Petrol,Manual,8495
AUDI A1,Audi,2015,6,43853,Petrol,Manual,10995
AUDI A1,Audi,2015,6,57485,Petrol,Manual,10495
AUDI A3,Audi,2014,7,78651,Diesel,Manual,7795
VOLKSWAGEN TOURAN,Volkswagen,2008,13,87769,Diesel,Automatic,4995
FORD KUGA,Ford,2010,11,76845,Diesel,Manual,6995
MINI MINI,Mini,2011,10,99000,Petrol,Manual,5000
VAUXHALL CORSA,Vauxhall,2014,7,40583,Petrol,Manual,5395
FORD FOCUS,Ford,2012,9,88000,Petrol,Manual,4290
PEUGEOT 308,Peugeot,2013,8,63000,Diesel,Manual,5695
FORD FOCUS,Ford,2013,8,101000,Diesel,Manual,4795
MITSUBISHI OUTLANDER,Mitsubishi,2015,6,119258,Diesel,Semiautomatic,10250
FORD FIESTA,Ford,2016,5,63000,Petrol,Manual,6702
FORD FIESTA,Ford,2010,11,66000,Petrol,Manual,4250
FORD FIESTA,Ford,2011,10,87000,Petrol,Manual,4385
FORD KUGA,Ford,2014,7,103000,Diesel,Manual,8355
VOLVO S40,Volvo,2010,11,82000,Diesel,Manual,3995
VAUXHALL MERIVA,Vauxhall,2013,8,48000,Petrol,Manual,4995
MERCEDES-BENZ VIANO,Mercedes-Benz,2014,7,31553,Diesel,Automatic,22999
SUZUKI SWIFT,Suzuki,2017,4,31577,Petrol,Manual,7995
Vauxhall Vivaro,Vauxhall,2020,1,25283,Diesel,Manual,21594
Peugeot 2008,Peugeot,2016,5,52086,Petrol,Manual,7900
Peugeot Partner,Peugeot,2018,3,36398,Diesel,Manual,11994
Nissan Juke,Nissan,2016,5,26363,Petrol,Manual,12950
Toyota Yaris,Toyota,2011,10,23691,Petrol,Manual,5375
Toyota Auris,Toyota,2015,6,30542,Diesel,Manual,8195
Audi Q3,Audi,2018,3,16263,Petrol,Automatic,24990
Audi A1,Audi,2018,3,10688,Petrol,Manual,14990
Audi Q5,Audi,2017,4,34987,Diesel,Automatic,27990
Audi A3,Audi,2014,7,73262,Petrol,Automatic,12990
Volkswagen T-Roc Hatchback,Volkswagen,2018,3,18271,Petrol,Manual,19990
Volkswagen Arteon Fastback,Volkswagen,2019,2,17089,Petrol,Automatic,23490
Volkswagen Tiguan Diesel Estate,Volkswagen,2013,8,59001,Diesel,Automatic,11990
Volkswagen Tiguan Diesel Estate,Volkswagen,2018,3,30939,Diesel,Automatic,28490
Volkswagen Polo Hatchback,Volkswagen,2019,2,21494,Petrol,Manual,15950
Volkswagen Golf Diesel Hatchback,Volkswagen,2020,1,7500,Diesel,Manual,19990
Volkswagen Golf Hatchback,Volkswagen,2017,4,5542,Petrol,Manual,16490
Volkswagen Golf Hatchback,Volkswagen,2020,1,10129,Petrol,Automatic,22990
Volkswagen Golf Hatchback,Volkswagen,2019,2,10661,Petrol,Manual,18990
Volkswagen Golf Hatchback,Volkswagen,2019,2,16901,Petrol,Manual,17490
Toyota C-HR Hatchback,Toyota,2017,4,37415,Hybrid,Automatic,19750
Toyota Yaris Hatchback,Toyota,2019,2,24011,Hybrid,Automatic,13950
Toyota Yaris Hatchback,Toyota,2014,7,56088,Petrol,Manual,7450
Toyota Yaris Hatchback,Toyota,2018,3,20536,Hybrid,Automatic,13250
Toyota RAV4 Estate,Toyota,2019,2,40867,Petrol,Automatic,20750
Toyota Corolla Touring Sport,Toyota,2020,1,11662,Hybrid,Automatic,21450
MINI Clubman Estate,Mini,2018,3,15482,Petrol,Automatic,20975
Mercedes-Benz SLC Roadster,Mercedes-Benz,2017,4,30901,Petrol,Automatic,29000
Mercedes-Benz GLA Hatchback,Mercedes-Benz,2019,2,15637,Petrol,Automatic,22900
Mercedes-Benz GLA Hatchback,Mercedes-Benz,2019,2,17747,Petrol,Automatic,26900
Mercedes-Benz C Class Diesel Saloon,Mercedes-Benz,2018,3,14332,Diesel,Automatic,21550
Mercedes-Benz A Class Hatchback,Mercedes-Benz,2018,3,21461,Petrol,Automatic,23995
Mercedes-Benz A Class Diesel Hatchback,Mercedes-Benz,2019,2,11200,Diesel,Automatic,27900
Lexus CT Hatchback,Lexus,2018,3,12439,Hybrid,Automatic,17750
Honda Jazz Hatchback,Honda,2015,6,20827,Petrol,Automatic,9995
Honda Civic Hatchback,Honda,2021,0,10,Petrol,Manual,23995
BMW X1 Diesel Estate,BMW,2017,4,12000,Diesel,Automatic,21990
BMW X1 Diesel Estate,BMW,2018,3,17554,Diesel,Automatic,25490
Audi A1 Diesel Sportback,Audi,2014,7,62000,Diesel,Manual,9990
Audi A5 Diesel Sportback,Audi,2018,3,24142,Diesel,Automatic,24990
Vauxhall Corsa,Vauxhall,2014,7,12400,Petrol,Manual,6995
Toyota GT86,Toyota,2014,7,75756,Petrol,Manual,13673
Nissan Qashqai,Nissan,2018,3,33950,Petrol,Manual,17995
Kia Venga,Kia,2013,8,32900,Petrol,Automatic,6995
Ford Ecosport,Ford,2018,3,23900,Petrol,Automatic,16995
BMW 1 Series,BMW,2017,4,18000,Diesel,Manual,13712
Volvo V40,Volvo,2013,8,84000,Diesel,Manual,7990
Renault Clio,Renault,2014,7,83000,Diesel,Manual,4990
Toyota Auris,Toyota,2012,9,29630,Petrol,Automatic,7575
Peugeot 3008,Peugeot,2018,3,25527,Diesel,Manual,21675
Nissan Micra,Nissan,2018,3,15234,Diesel,Manual,10450
Mazda Cx-3,Mazda,2019,2,13292,Petrol,Manual,20000
Mazda Cx-3,Mazda,2018,3,10912,Petrol,Manual,17990
Mazda CX-5,Mazda,2018,3,67323,Diesel,Manual,18990
Mazda Mx-5,Mazda,2015,6,43000,Petrol,Manual,15000
Mazda Mazda3,Mazda,2018,3,13187,Petrol,Manual,16500
Mazda Mazda3,Mazda,2018,3,39718,Diesel,Manual,14900
Hyundai Kona,Hyundai,2019,2,15282,Petrol,Manual,13000
Hyundai Kona,Hyundai,2018,3,19225,Petrol,Manual,15990
Hyundai i30,Hyundai,2018,3,20334,Petrol,Manual,9690
Hyundai Tucson,Hyundai,2018,3,37626,Petrol,Manual,15000
Hyundai Tucson,Hyundai,2019,2,15726,Petrol,Automatic,19000
Honda Jazz,Honda,2016,5,21161,Petrol,Manual,10950
Honda Civic,Honda,2017,4,35814,Petrol,Automatic,14450
BMW 5 Series,BMW,2018,3,68701,Diesel,Automatic,18000
DS Ds 4,DS,2017,4,47500,Diesel,Manual,9250
Volkswagen Tiguan,Volkswagen,2018,3,34915,Petrol,Manual,18790
Volkswagen Transporter,Volkswagen,2020,1,26004,Diesel,Manual,27991
Volkswagen Polo,Volkswagen,2018,3,21185,Petrol,Manual,12900
Volkswagen Polo,Volkswagen,2019,2,10000,Petrol,Manual,14650
Volkswagen Golf,Volkswagen,2014,7,90345,Diesel,Manual,11000
Volkswagen Golf,Volkswagen,2016,5,71999,Diesel,Semiautomatic,14975
Volkswagen Golf,Volkswagen,2016,5,48497,Petrol,Manual,10495
Volkswagen Golf,Volkswagen,2019,2,8081,Electric,Automatic,22500
Volkswagen Caddy Maxi,Volkswagen,2014,7,77000,Diesel,Manual,10390
Vauxhall Grandland X,Vauxhall,2018,3,49356,Diesel,Automatic,16495
Vauxhall Grandland X,Vauxhall,2019,2,3169,Petrol,Manual,20999
Vauxhall Grandland X,Vauxhall,2018,3,11113,Petrol,Manual,17000
Vauxhall Crossland X,Vauxhall,2020,1,8551,Petrol,Manual,15000
Vauxhall Adam,Vauxhall,2019,2,10375,Petrol,Manual,9490
Vauxhall Adam,Vauxhall,2017,4,19302,Petrol,Manual,8000
Vauxhall Adam,Vauxhall,2015,6,37147,Petrol,Manual,6499
Vauxhall Adam,Vauxhall,2015,6,19499,Petrol,Manual,7590
Vauxhall Adam,Vauxhall,2018,3,28093,Petrol,Manual,8300
Vauxhall Mokka X,Vauxhall,2019,2,33302,Petrol,Manual,13629
Vauxhall Mokka X,Vauxhall,2019,2,31208,Petrol,Manual,13249
Vauxhall Mokka X,Vauxhall,2016,5,54896,Diesel,Manual,9499
Vauxhall Mokka X,Vauxhall,2018,3,13175,Petrol,Manual,13000
Vauxhall Mokka,Vauxhall,2014,7,34401,Petrol,Manual,9000
Vauxhall Insignia Grand Sport,Vauxhall,2017,4,76122,Diesel,Manual,8999
Vauxhall Insignia,Vauxhall,2017,4,70507,Diesel,Manual,6990
Vauxhall Zafira,Vauxhall,2014,7,60853,Diesel,Manual,5999
Vauxhall Zafira Tourer,Vauxhall,2018,3,18319,Petrol,Manual,15590
Vauxhall Vivaro,Vauxhall,2015,6,62516,Diesel,Manual,12499
Vauxhall Meriva,Vauxhall,2017,4,26941,Petrol,Manual,8000
Vauxhall Corsa,Vauxhall,2015,6,27035,Petrol,Manual,6290
Vauxhall Corsa,Vauxhall,2018,3,77073,Petrol,Manual,5899
Vauxhall Corsa,Vauxhall,2015,6,43414,Petrol,Automatic,8499
Vauxhall Corsa,Vauxhall,2019,2,6461,Petrol,Manual,9990
Vauxhall Corsa,Vauxhall,2019,2,29258,Petrol,Manual,11000
Vauxhall Corsa,Vauxhall,2013,8,40000,Petrol,Manual,4495
Vauxhall Corsa,Vauxhall,2020,1,8435,Electric,Automatic,22799
Vauxhall Corsa,Vauxhall,2020,1,4490,Electric,Automatic,22999
Vauxhall Corsa,Vauxhall,2020,1,12207,Petrol,Manual,13599
Vauxhall Corsa,Vauxhall,2020,1,12431,Petrol,Manual,12499
Vauxhall Corsa,Vauxhall,2016,5,46022,Petrol,Manual,7100
Vauxhall Corsa,Vauxhall,2020,1,6995,Petrol,Manual,15000
Vauxhall Corsa,Vauxhall,2020,1,20921,Petrol,Manual,12695
Vauxhall Astra,Vauxhall,2016,5,36696,Petrol,Manual,8499
Vauxhall Astra,Vauxhall,2014,7,31562,Petrol,Manual,6990
Vauxhall Astra,Vauxhall,2016,5,93443,Diesel,Manual,6288
Vauxhall Astra,Vauxhall,2017,4,60587,Diesel,Manual,10499
Vauxhall Astra,Vauxhall,2020,1,12731,Petrol,Manual,16695
Toyota CHR,Toyota,2020,1,7508,Hybrid,Automatic,26000
Toyota Yaris,Toyota,2018,3,12021,Hybrid,Automatic,14700
Toyota Yaris,Toyota,2019,2,10299,Hybrid,Automatic,15995
Toyota Yaris,Toyota,2016,5,4530,Petrol,Automatic,11975
Toyota Yaris,Toyota,2019,2,8963,Petrol,Manual,13475
Toyota Yaris,Toyota,2015,6,43178,Hybrid,Automatic,10475
Toyota Yaris,Toyota,2018,3,25491,Hybrid,Automatic,13475
Toyota Yaris,Toyota,2017,4,1302,Petrol,Manual,12975
Toyota RAV-4,Toyota,2018,3,18815,Hybrid,Automatic,24995
Toyota RAV-4,Toyota,2018,3,31265,Petrol,Automatic,21999
Toyota Corolla,Toyota,2021,0,2115,Hybrid,Automatic,27000
Toyota Corolla,Toyota,2021,0,2421,Hybrid,Automatic,25000
Toyota AYGO,Toyota,2015,6,16766,Petrol,Manual,7000
Toyota AYGO,Toyota,2016,5,30494,Petrol,Manual,6990
Toyota AYGO,Toyota,2014,7,38533,Petrol,Manual,4699
Toyota Auris,Toyota,2017,4,29173,Petrol,Manual,10975
Toyota Auris,Toyota,2018,3,40182,Hybrid,Automatic,14675
Suzuki Swift,Suzuki,2019,2,9100,Petrol,Manual,15000
Suzuki Vitara,Suzuki,2017,4,32464,Petrol,Manual,14500
smart fortwo coupe,Smart,2018,3,6000,Petrol,Semiautomatic,11995
Skoda CITIGO,Skoda,2017,4,12000,Petrol,Manual,7995
SEAT Ibiza,Seat,2019,2,3300,Petrol,Manual,11600
Renault Captur,Renault,2018,3,35069,Petrol,Manual,10695
Peugeot 2008,Peugeot,2019,2,10200,Petrol,Manual,16000
Peugeot Partner,Peugeot,2010,11,19890,Petrol,Manual,6000
Nissan Leaf,Nissan,2020,1,1450,Electric,Automatic,27995
Nissan Juke,Nissan,2018,3,23398,Petrol,Manual,10495
Nissan Juke,Nissan,2017,4,23539,Petrol,Manual,11495
Nissan Juke,Nissan,2018,3,9092,Petrol,Automatic,14295
Nissan Juke,Nissan,2017,4,11752,Petrol,Manual,12295
Nissan Juke,Nissan,2015,6,45453,Petrol,Automatic,10495
Nissan Juke,Nissan,2018,3,16869,Petrol,Manual,14295
Nissan Juke,Nissan,2017,4,10950,Petrol,Manual,11000
Nissan Juke,Nissan,2019,2,9078,Petrol,Automatic,17000
Nissan Juke,Nissan,2019,2,19043,Petrol,Manual,13997
Nissan Juke,Nissan,2017,4,11688,Petrol,Automatic,14495
Nissan Juke,Nissan,2020,1,2140,Petrol,Automatic,21495
Nissan Qashqai,Nissan,2021,0,11931,Petrol,Automatic,23000
Nissan Qashqai,Nissan,2020,1,11023,Petrol,Manual,22695
Nissan Qashqai,Nissan,2019,2,18913,Petrol,Automatic,21695
Nissan Qashqai,Nissan,2019,2,8000,Petrol,Automatic,22795
Nissan Qashqai,Nissan,2018,3,29163,Petrol,Manual,18000
Nissan Qashqai,Nissan,2018,3,29135,Petrol,Automatic,20000
Nissan Qashqai,Nissan,2018,3,17351,Petrol,Manual,18495
Nissan Qashqai,Nissan,2018,3,15003,Petrol,Manual,18000
Nissan Qashqai,Nissan,2020,1,8780,Petrol,Automatic,22695
Nissan Qashqai,Nissan,2020,1,5915,Petrol,Manual,21000
Nissan Qashqai,Nissan,2018,3,29302,Petrol,Manual,17600
Nissan Qashqai,Nissan,2018,3,33706,Petrol,Manual,17500
Nissan Qashqai,Nissan,2014,7,71111,Diesel,Manual,8490
Nissan Qashqai,Nissan,2018,3,17690,Petrol,Manual,16600
Nissan X-Trail,Nissan,2018,3,36261,Diesel,Manual,21495
Nissan X-Trail,Nissan,2018,3,28876,Diesel,Manual,22495
Nissan X-Trail,Nissan,2017,4,6478,Petrol,Manual,18000
Nissan X-Trail,Nissan,2018,3,9914,Diesel,Manual,24000
Nissan X-Trail,Nissan,2018,3,29210,Diesel,Manual,21000
Nissan X-Trail,Nissan,2018,3,34976,Diesel,Automatic,22000
Nissan Note,Nissan,2015,6,7879,Petrol,Automatic,10495
Nissan Micra,Nissan,2021,0,5,Petrol,Manual,13695
MINI Hatch,Mini,2016,5,32953,Petrol,Automatic,15890
MINI HATCHBACK,Mini,2015,6,22192,Petrol,Manual,9695
Mercedes-Benz C Class,Mercedes-Benz,2017,4,37900,Diesel,Automatic,18390
Mercedes-Benz A Class,Mercedes-Benz,2019,2,13000,Petrol,Automatic,26800
Mazda CX-3,Mazda,2019,2,9327,Petrol,Automatic,19790
Mazda CX-5,Mazda,2019,2,17684,Petrol,Manual,19900
Mazda CX-5,Mazda,2021,0,55,Petrol,Automatic,29290
Mazda 3,Mazda,2017,4,37116,Petrol,Manual,10900
Mazda 3,Mazda,2017,4,47000,Diesel,Manual,10495
Land Rover Range Rover Evoque,Land-Rover,2015,6,47000,Diesel,Automatic,25480
Land Rover Range Rover Evoque,Land-Rover,2017,4,36238,Diesel,Automatic,24950
Land Rover Range Rover Evoque,Land-Rover,2018,3,21123,Diesel,Automatic,28450
Land Rover Freelander,Land-Rover,2014,7,49505,Diesel,Automatic,20950
Kia Venga,Kia,2011,10,59000,Petrol,Automatic,4995
Hyundai Kona,Hyundai,2019,2,19582,Petrol,Manual,15295
Hyundai i10,Hyundai,2019,2,15005,Petrol,Automatic,11999
Hyundai i10,Hyundai,2018,3,17350,Petrol,Manual,7680
Hyundai Tucson,Hyundai,2017,4,20983,Diesel,Manual,13990
Hyundai Tucson,Hyundai,2017,4,23949,Diesel,Semiautomatic,16989
Hyundai Tucson,Hyundai,2017,4,29393,Petrol,Manual,12989
Honda Honda E,Honda,2020,1,12553,Electric,Automatic,29490
Honda Jazz,Honda,2015,6,18882,Petrol,Automatic,12555
Honda Jazz,Honda,2015,6,23500,Petrol,Manual,9925
Honda CR-V,Honda,2019,2,17928,Petrol,Manual,21995
Honda CR-V,Honda,2018,3,37851,Petrol,Automatic,23950
Ford EcoSport,Ford,2019,2,22000,Petrol,Automatic,18450
Ford EcoSport,Ford,2018,3,7704,Petrol,Manual,16900
Ford Kuga,Ford,2013,8,58778,Diesel,Manual,9900
Ford Focus,Ford,2015,6,48988,Petrol,Manual,7999
Ford Focus,Ford,2015,6,34169,Petrol,Manual,10000
Ford Fiesta,Ford,2016,5,23729,Petrol,Manual,8400
Ford Fiesta,Ford,2020,1,20212,Petrol,Manual,14700
Ford Fiesta,Ford,2018,3,18365,Petrol,Manual,12900
Ford Fiesta,Ford,2015,6,41685,Petrol,Manual,6499
Fiat 500,Fiat,2016,5,21918,Petrol,Manual,7495
Fiat 500,Fiat,2017,4,22500,Petrol,Manual,6390
Fiat 500,Fiat,2018,3,13252,Petrol,Manual,9000
Fiat 500,Fiat,2020,1,4500,Petrol,Manual,10700
Fiat Panda,Fiat,2017,4,32137,Petrol,Manual,5595
Fiat Ducato,Fiat,2020,1,13524,Diesel,Manual,29490
Citroen C3 Picasso,Citroen,2015,6,22843,Diesel,Manual,7891
Citroen C3 Aircross,Citroen,2019,2,20054,Petrol,Manual,11991
Citroen C1,Citroen,2018,3,32783,Petrol,Manual,6291
BMW X1,BMW,2018,3,21018,Diesel,Automatic,25750
BMW X1,BMW,2012,9,55000,Diesel,Manual,10495
BMW 3 Series,BMW,2016,5,25067,Diesel,Automatic,23000
BMW 1 Series,BMW,2013,8,78128,Diesel,Manual,9000
BMW 1 Series,BMW,2017,4,30472,Diesel,Manual,13200
Audi Q3,Audi,2016,5,50020,Diesel,Semiautomatic,19400
Audi A5,Audi,2019,2,23294,Petrol,Automatic,24950
Audi A5,Audi,2019,2,13112,Petrol,Automatic,26450
Audi A4,Audi,2019,2,12899,Petrol,Manual,25850
Audi A4,Audi,2013,8,44801,Diesel,Automatic,13775
Audi A3,Audi,2019,2,30614,Petrol,Manual,16790
Audi A3,Audi,2017,4,18134,Petrol,Manual,18490
Toyota Prius,Toyota,2016,5,61797,Hybrid,Automatic,9995
Volkswagen Golf,Volkswagen,2010,11,84110,Petrol,Manual,4795
Mazda Mazda6,Mazda,2012,9,84000,Diesel,Manual,3499
Land Rover Discovery,Land-Rover,2011,10,98000,Diesel,Automatic,15999
Land Rover Freelander,Land-Rover,2007,14,115000,Diesel,Manual,4999
Nissan Navara,Nissan,2015,6,67320,Diesel,Automatic,15500
Hyundai i10,Hyundai,2010,11,27000,Petrol,Automatic,4995
Mercedes-Benz C Class,Mercedes-Benz,2013,8,63830,Diesel,Automatic,11295
BMW 3 Series,BMW,2007,14,100000,Petrol,Automatic,6495
Ford Grand C-MAX,Ford,2012,9,90000,Petrol,Manual,5285
Peugeot 3008,Peugeot,2014,7,88750,Diesel,Manual,5780
Ford Transit,Ford,2014,7,88000,Diesel,Manual,10495
Mercedes-Benz C Class,Mercedes-Benz,2010,11,106000,Petrol,Automatic,5695
Vauxhall Corsa,Vauxhall,2017,4,27000,Petrol,Manual,7995
Renault Clio,Renault,2015,6,41000,Petrol,Manual,6450
Volvo XC90,Volvo,2011,10,99800,Diesel,Automatic,9990
Nissan X-Trail,Nissan,2007,14,121186,Diesel,Manual,3995
Volkswagen Tiguan,Volkswagen,2009,12,82545,Diesel,Automatic,6995
Toyota RAV-4,Toyota,2007,14,40334,Petrol,Automatic,8995
Toyota RAV-4,Toyota,2012,9,83961,Diesel,Manual,8995
Toyota RAV-4,Toyota,2010,11,105655,Diesel,Automatic,6495
Honda CR-V,Honda,2008,13,69645,Petrol,Automatic,7995
Toyota RAV-4,Toyota,2006,15,65461,Petrol,Automatic,7995
Audi A3,Audi,2011,10,66347,Petrol,Automatic,11985
Ds Ds 4,DS,2016,5,66847,Petrol,Manual,7999
Dacia Logan,Dacia,2014,7,31060,Petrol,Manual,4490
Volvo XC60,Volvo,2015,6,67296,Diesel,Automatic,17499
Volkswagen Tiguan,Volkswagen,2012,9,83233,Diesel,Manual,8999
Volkswagen Polo,Volkswagen,2012,9,85000,Petrol,Manual,3895
Vauxhall Mokka,Vauxhall,2015,6,44843,Petrol,Manual,8999
Vauxhall Mokka,Vauxhall,2015,6,44123,Petrol,Manual,8995
Vauxhall Mokka,Vauxhall,2014,7,58799,Petrol,Manual,6795
Vauxhall Insignia,Vauxhall,2016,5,60000,Diesel,Manual,7995
Vauxhall Meriva,Vauxhall,2012,9,58820,Petrol,Manual,3690
Vauxhall Corsa,Vauxhall,2013,8,64511,Petrol,Manual,3999
Vauxhall Corsa,Vauxhall,2016,5,38000,Petrol,Manual,6995
Vauxhall Corsa,Vauxhall,2012,9,29254,Petrol,Manual,5095
Vauxhall Astra,Vauxhall,2013,8,45000,Petrol,Manual,4995
Vauxhall Astra,Vauxhall,2016,5,34675,Petrol,Manual,8195
Toyota C-HR,Toyota,2016,5,23148,Petrol,Manual,16990
Toyota Aygo,Toyota,2014,7,33852,Petrol,Automatic,8499
Suzuki Swift,Suzuki,2017,4,27837,Petrol,Manual,8390
Suzuki Swift,Suzuki,2016,5,57510,Petrol,Manual,6680
Suzuki Vitara,Suzuki,2018,3,20230,Petrol,Manual,13690
Suzuki Vitara,Suzuki,2018,3,26972,Petrol,Automatic,17690
Subaru WRX STi,Subaru,2015,6,45000,Petrol,Manual,20995
Skoda Fabia,Skoda,2017,4,6800,Petrol,Manual,11691
Skoda Fabia,Skoda,2014,7,59403,Petrol,Automatic,5795
Skoda Fabia,Skoda,2015,6,16711,Petrol,Manual,7999
SEAT Altea,Seat,2013,8,52000,Diesel,Automatic,4995
Renault Captur,Renault,2015,6,25383,Diesel,Manual,8999
Renault Clio,Renault,2015,6,14068,Diesel,Manual,7999
Renault Clio,Renault,2017,4,35637,Petrol,Manual,9499
Peugeot 208,Peugeot,2014,7,54213,Diesel,Manual,5999
Peugeot 208,Peugeot,2014,7,38322,Petrol,Manual,6999
Peugeot 3008,Peugeot,2013,8,63289,Diesel,Automatic,6395
Nissan Juke,Nissan,2013,8,90800,Diesel,Manual,5495
Nissan Qashqai,Nissan,2014,7,49096,Petrol,Manual,10995
Nissan Navara,Nissan,2017,4,43807,Diesel,Automatic,19995
MG MG3,MG,2020,1,6072,Petrol,Manual,11495
Mercedes-Benz M Class,Mercedes-Benz,2010,11,76255,Diesel,Automatic,10500
Mazda 2,Mazda,2016,5,20116,Petrol,Manual,8900
Kia Niro,Kia,2017,4,36000,Hybrid,Automatic,13695
Kia Niro,Kia,2020,1,7875,Hybrid,Automatic,24795
Kia Venga,Kia,2017,4,23597,Petrol,Automatic,11495
Kia Soul,Kia,2015,6,33000,Electric,Automatic,11790
Kia Ceed,Kia,2018,3,14449,Petrol,Manual,16499
Kia Ceed,Kia,2019,2,15088,Petrol,Manual,17491
Kia Ceed,Kia,2018,3,28500,Petrol,Manual,10795
Kia Sportage,Kia,2020,1,9526,Diesel,Automatic,22989
Kia Sportage,Kia,2018,3,57686,Petrol,Manual,13795
Kia Rio,Kia,2013,8,65000,Diesel,Manual,4495
Kia Picanto,Kia,2018,3,6390,Petrol,Manual,10391
Kia Picanto,Kia,2018,3,12508,Petrol,Manual,10990
Kia Carens,Kia,2018,3,13398,Diesel,Manual,15490
Ford Kuga,Ford,2013,8,74458,Diesel,Manual,7999
Ford Kuga,Ford,2017,4,41218,Diesel,Automatic,18999
Ford Tourneo Custom,Ford,2020,1,3250,Diesel,Manual,28995
Ford Puma,Ford,2021,0,49,Petrol,Automatic,28999
Ford Puma,Ford,2021,0,4988,Petrol,Manual,23999
Ford Puma,Ford,2021,0,1988,Petrol,Automatic,24999
Ford Mondeo,Ford,2018,3,39860,Diesel,Automatic,19799
Ford Mondeo,Ford,2015,6,54782,Diesel,Automatic,11995
Ford Mondeo,Ford,2015,6,29381,Diesel,Manual,13999
Ford Focus,Ford,2015,6,47834,Petrol,Manual,8999
Ford Focus,Ford,2020,1,2917,Diesel,Automatic,23999
Ford Fiesta,Ford,2019,2,43713,Diesel,Manual,10499
Ford Fiesta,Ford,2013,8,32705,Petrol,Manual,6999
Ford Fiesta,Ford,2015,6,35646,Petrol,Manual,7395
Ford Fiesta,Ford,2015,6,53417,Petrol,Manual,6995
Ford C-MAX,Ford,2014,7,49661,Diesel,Manual,6595
BMW X1,BMW,2011,10,49590,Diesel,Automatic,7990
DS Automobiles DS 3 CROSSBACK,DS,2020,1,10206,Diesel,Manual,19995
Dacia Duster,Dacia,2018,3,9338,Diesel,Manual,10496
Vauxhall Grandland X,Vauxhall,2018,3,17330,Diesel,Manual,18947
Vauxhall Crossland X,Vauxhall,2020,1,6962,Petrol,Automatic,16436
Vauxhall Mokka X,Vauxhall,2019,2,30595,Petrol,Manual,14000
Vauxhall Corsa,Vauxhall,2021,0,10,Electric,Automatic,27690
Peugeot Rifter,Peugeot,2018,3,42234,Diesel,Manual,14495
Peugeot 108,Peugeot,2019,2,8947,Petrol,Manual,8495
Peugeot 2008,Peugeot,2020,1,1241,Petrol,Automatic,26490
Peugeot 2008,Peugeot,2021,0,4233,Diesel,Manual,24495
Peugeot 2008,Peugeot,2018,3,12298,Petrol,Manual,13579
Peugeot 2008,Peugeot,2018,3,12677,Petrol,Manual,12695
Peugeot 208,Peugeot,2015,6,31000,Diesel,Manual,7980
Peugeot 208,Peugeot,2019,2,10473,Petrol,Manual,12500
Peugeot 208,Peugeot,2017,4,20935,Petrol,Manual,12495
Peugeot 208,Peugeot,2019,2,18337,Petrol,Manual,10295
Peugeot 508 SW,Peugeot,2020,1,10385,Diesel,Automatic,22495
Peugeot 508,Peugeot,2020,1,11582,Plug_in_hybrid,Automatic,26995
Peugeot 5008,Peugeot,2018,3,41456,Petrol,Manual,22073
Peugeot 3008 SUV,Peugeot,2018,3,18010,Petrol,Automatic,22495
Peugeot 3008 SUV,Peugeot,2019,2,9187,Petrol,Manual,26495
Peugeot 3008 SUV,Peugeot,2020,1,16080,Petrol,Automatic,29995
Peugeot 3008 SUV,Peugeot,2018,3,43976,Petrol,Automatic,20195
Peugeot 3008 SUV,Peugeot,2020,1,40665,Petrol,Automatic,25790
Peugeot 308,Peugeot,2021,0,10,Petrol,Manual,17495
Peugeot 308,Peugeot,2019,2,10598,Petrol,Manual,15495
Nissan X-Trail,Nissan,2017,4,36432,Diesel,Manual,17218
Mercedes-benz C Class,Mercedes-Benz,2017,4,25114,Diesel,Automatic,28595
Land Rover Discovery 4,Land-Rover,2010,11,24828,Diesel,Automatic,19995
Kia Soul,Kia,2015,6,64000,Diesel,Manual,7500
Citroen Grand C4 SpaceTourer,Citroen,2018,3,24729,Petrol,Manual,15290
Citroen C4 Cactus,Citroen,2017,4,7752,Diesel,Manual,10696
Citroen C3,Citroen,2021,0,10,Petrol,Manual,14240
Citroen C3,Citroen,2020,1,13500,Petrol,Manual,11996
Citroen C1,Citroen,2019,2,9113,Petrol,Manual,8280
Citroen C1,Citroen,2018,3,11772,Petrol,Manual,7490
Mercedes-Benz A-Class,Mercedes-Benz,2020,1,9332,Diesel,Automatic,26995
Mercedes-Benz A-Class,Mercedes-Benz,2017,4,47160,Diesel,Manual,14745
RENAULT CAPTUR,Renault,2016,5,36732,Diesel,Manual,10245
RENAULT CLIO,Renault,2017,4,35873,Diesel,Manual,9749
SMART FORTWO COUPE,Smart,2017,4,32853,Petrol,Semiautomatic,8499
PEUGEOT 108,Peugeot,2016,5,26875,Petrol,Manual,6294
PEUGEOT 308,Peugeot,2014,7,51680,Diesel,Manual,5998
PEUGEOT 3008,Peugeot,2011,10,107000,Diesel,Manual,3995
